
carediolgy	["[('cardiology', 0.9), ('cardiology]', 0.9), ('cardiology\\\\', 0.9), ('cardiology;', 0.9)]"]	cardiology	Changed	{'Corrected - Using MultiEdit Probable Candidates [carediolgy ==> cardiology]'}
inferolater	["[('inferolateral', 0.9), ('infero-lateral,', 0.9), ('interolateral', 0.9), ('interpolate', 0.9)]"]	inferolateral	Changed	{'Corrected - Using MultiEdit Probable Candidates [inferolater ==> inferolateral]'}
inferolater	["[('inferolateral', 0.9), ('infero-lateral,', 0.9), ('interolateral', 0.9), ('interpolate', 0.9)]"]	inferolateral	Changed	{'Corrected - Using MultiEdit Probable Candidates [inferolater ==> inferolateral]'}
addeed	["[('added', 0.00018401374509718885)]"]	added	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [addeed ==> added]'}
addeed	["[('added', 0.00018401374509718885)]"]	added	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [addeed ==> added]'}
addeed	["[('added', 0.00018401374509718885)]"]	added	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [addeed ==> added]'}
tachcypnea	["[('tachypnea', 4.45848281072484e-06)]"]	tachypnea	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [tachcypnea ==> tachypnea]'}
procecure	["[('procedure', 0.00014712993275391972)]"]	procedure	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [procecure ==> procedure]'}
procecure	["[('procedure', 0.00014712993275391972)]"]	procedure	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [procecure ==> procedure]'}
procecure	["[('procedure', 0.00014712993275391972)]"]	procedure	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [procecure ==> procedure]'}
procecure	["[('procedure', 0.00014712993275391972)]"]	procedure	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [procecure ==> procedure]'}
procecure	["[('procedure', 0.00014712993275391972)]"]	procedure	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [procecure ==> procedure]'}
milfdly	["[('mildly', 2.026583095784018e-06)]"]	mildly	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [milfdly ==> mildly]'}
placewd	["[('placed', 7.701015763979268e-06)]"]	placed	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [placewd ==> placed]'}
placewd	["[('placed', 7.701015763979268e-06)]"]	placed	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [placewd ==> placed]'}
controntation	["[('confrontation', 1.1722848417708535e-05)]"]	confrontation	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [controntation ==> confrontation]'}
persistenting	["[('persisting', 0.9), ('persistent', 0.9), ('persistent-high', 0.9), ('persisting.', 0.9)]"]	persisting	Changed	{'Corrected - Using MultiEdit Probable Candidates [persistenting ==> persisting]'}
persistenting	["[('persisting', 0.9), ('persistent', 0.9), ('persistent-high', 0.9), ('persisting.', 0.9)]"]	persisting	Changed	{'Corrected - Using MultiEdit Probable Candidates [persistenting ==> persisting]'}
persistenting	["[('persisting', 0.9), ('persistent', 0.9), ('persistent-high', 0.9), ('persisting.', 0.9)]"]	persisting	Changed	{'Corrected - Using MultiEdit Probable Candidates [persistenting ==> persisting]'}
extingushes	["[('extinguisher', 0.9), ('extinguished', 0.9), ('extinguish', 0.9), ('extinguished.', 0.9)]"]	extinguisher	Changed	{'Corrected - Using MultiEdit Probable Candidates [extingushes ==> extinguisher]'}
perhaphs	["[('perhaps', 4.0531661915680364e-07)]"]	perhaps	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [perhaphs ==> perhaps]'}
opern	["[('open', 0.00027358871793084244), ('opera', 4.0531661915680364e-07)]"]	open	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [opern ==> open]'}
opern	["[('open', 0.00027358871793084244), ('opera', 4.0531661915680364e-07)]"]	open	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [opern ==> open]'}
opern	["[('open', 0.00027358871793084244), ('opera', 4.0531661915680364e-07)]"]	open	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [opern ==> open]'}
opern	["[('open', 0.00027358871793084244), ('opera', 4.0531661915680364e-07)]"]	open	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [opern ==> open]'}
opern	["[('open', 0.00027358871793084244), ('opera', 4.0531661915680364e-07)]"]	open	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [opern ==> open]'}
huggger	["[('hunger', 0.9), ('huge', 0.9), ('hunger/', 0.9), ('hunger.', 0.9)]"]	hunger	Changed	{'Corrected - Using MultiEdit Probable Candidates [huggger ==> hunger]'}
anxioltics	["[('anxiolytics', 4.0531661915680364e-07)]"]	anxiolytics	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [anxioltics ==> anxiolytics]'}
inclusing	["[('including', 0.00012686410179607954)]"]	including	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [inclusing ==> including]'}
inclusing	["[('including', 0.00012686410179607954)]"]	including	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [inclusing ==> including]'}
inclusing	["[('including', 0.00012686410179607954)]"]	including	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [inclusing ==> including]'}
inclusing	["[('including', 0.00012686410179607954)]"]	including	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [inclusing ==> including]'}
inclusing	["[('including', 0.00012686410179607954)]"]	including	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [inclusing ==> including]'}
sphyncterotomies	["[('sphincterotomy', 0.9), ('sclerotomies', 0.9), ('osteotomies', 0.9), ('hysterectomies', 0.9)]"]	sphincterotomy	Changed	{'Corrected - Using MultiEdit Probable Candidates [sphyncterotomies ==> sphincterotomy]'}
sphyncterotomies	["[('sphincterotomy', 0.9), ('sclerotomies', 0.9), ('osteotomies', 0.9), ('hysterectomies', 0.9)]"]	sphincterotomy	Changed	{'Corrected - Using MultiEdit Probable Candidates [sphyncterotomies ==> sphincterotomy]'}
paracoloic	["[('paracolic', 4.0531661915680364e-07)]"]	paracolic	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [paracoloic ==> paracolic]'}
paracoloic	["[('paracolic', 4.0531661915680364e-07)]"]	paracolic	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [paracoloic ==> paracolic]'}
liquds	["[('liquids', 2.431899714940822e-06)]"]	liquids	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [liquds ==> liquids]'}
liquds	["[('liquids', 2.431899714940822e-06)]"]	liquids	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [liquds ==> liquids]'}
liquds	["[('liquids', 2.431899714940822e-06)]"]	liquids	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [liquds ==> liquids]'}
liquds	["[('liquids', 2.431899714940822e-06)]"]	liquids	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [liquds ==> liquids]'}
liquds	["[('liquids', 2.431899714940822e-06)]"]	liquids	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [liquds ==> liquids]'}
levimere	["[('lever', 0.9), ('leverage', 0.9), ('lemierre', 0.9), ('elsevier', 0.9)]"]	lever	Changed	{'Corrected - Using MultiEdit Probable Candidates [levimere ==> lever]'}
sleeo	["[('sleep', 8.592712326124236e-05)]"]	sleep	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [sleeo ==> sleep]'}
sleeo	["[('sleep', 8.592712326124236e-05)]"]	sleep	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [sleeo ==> sleep]'}
sleeo	["[('sleep', 8.592712326124236e-05)]"]	sleep	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [sleeo ==> sleep]'}
phelyephrine	["[('phenylephrine', 0.9), ('phenylephrine]', 0.9), ('phenylephrine.', 0.9), ('phenylephrine,', 0.9)]"]	phenylephrine	Changed	{'Corrected - Using MultiEdit Probable Candidates [phelyephrine ==> phenylephrine]'}
phelyephrine	["[('phenylephrine', 0.9), ('phenylephrine]', 0.9), ('phenylephrine.', 0.9), ('phenylephrine,', 0.9)]"]	phenylephrine	Changed	{'Corrected - Using MultiEdit Probable Candidates [phelyephrine ==> phenylephrine]'}
phelyephrine	["[('phenylephrine', 0.9), ('phenylephrine]', 0.9), ('phenylephrine.', 0.9), ('phenylephrine,', 0.9)]"]	phenylephrine	Changed	{'Corrected - Using MultiEdit Probable Candidates [phelyephrine ==> phenylephrine]'}
quiclkly	["[('quickly', 2.6376408939844203e-05)]"]	quickly	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [quiclkly ==> quickly]'}
quiclkly	["[('quickly', 2.6376408939844203e-05)]"]	quickly	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [quiclkly ==> quickly]'}
quiclkly	["[('quickly', 2.6376408939844203e-05)]"]	quickly	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [quiclkly ==> quickly]'}
quiclkly	["[('quickly', 2.6376408939844203e-05)]"]	quickly	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [quiclkly ==> quickly]'}
hypoxemnia	["[('hypoxemia', 3.6478495724112327e-06)]"]	hypoxemia	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [hypoxemnia ==> hypoxemia]'}
polymycin	["[('polymyxin', 1.6212664766272145e-06)]"]	polymyxin	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [polymycin ==> polymyxin]'}
propfolo	["[('propofol', 0.9), ('propofol.', 0.9), ('propofol,', 0.9), ('prolo', 0.9)]"]	propofol	Changed	{'Corrected - Using MultiEdit Probable Candidates [propfolo ==> propofol]'}
propfolo	["[('propofol', 0.9), ('propofol.', 0.9), ('propofol,', 0.9), ('prolo', 0.9)]"]	propofol	Changed	{'Corrected - Using MultiEdit Probable Candidates [propfolo ==> propofol]'}
noited	["[('noted', 1.215949857470411e-06)]"]	noted	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [noited ==> noted]'}
noited	["[('noted', 1.215949857470411e-06)]"]	noted	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [noited ==> noted]'}
noited	["[('noted', 1.215949857470411e-06)]"]	noted	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [noited ==> noted]'}
noited	["[('noted', 1.215949857470411e-06)]"]	noted	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [noited ==> noted]'}
noited	["[('noted', 1.215949857470411e-06)]"]	noted	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [noited ==> noted]'}
hiting	["[('hitting', 2.431899714940822e-06), ('hiking', 1.215949857470411e-06), ('biting', 4.0531661915680364e-07)]"]	hitting	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [hiting ==> hitting]'}
hiting	["[('hitting', 2.431899714940822e-06), ('hiking', 1.215949857470411e-06), ('biting', 4.0531661915680364e-07)]"]	hitting	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [hiting ==> hitting]'}
hiting	["[('hitting', 2.431899714940822e-06), ('hiking', 1.215949857470411e-06), ('biting', 4.0531661915680364e-07)]"]	hitting	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [hiting ==> hitting]'}
hiting	["[('hitting', 2.431899714940822e-06), ('hiking', 1.215949857470411e-06), ('biting', 4.0531661915680364e-07)]"]	hitting	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [hiting ==> hitting]'}
hiting	["[('hitting', 2.431899714940822e-06), ('hiking', 1.215949857470411e-06), ('biting', 4.0531661915680364e-07)]"]	hitting	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [hiting ==> hitting]'}
conytinue	["[('continue', 4.0531661915680364e-07)]"]	continue	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [conytinue ==> continue]'}
enahncing	["[('enhancing', 0.9), ('enhancing.', 0.9), ('-enhancing', 0.9), ('menacing', 0.9)]"]	enhancing	Changed	{'Corrected - Using MultiEdit Probable Candidates [enahncing ==> enhancing]'}
enahncing	["[('enhancing', 0.9), ('enhancing.', 0.9), ('-enhancing', 0.9), ('menacing', 0.9)]"]	enhancing	Changed	{'Corrected - Using MultiEdit Probable Candidates [enahncing ==> enhancing]'}
enahncing	["[('enhancing', 0.9), ('enhancing.', 0.9), ('-enhancing', 0.9), ('menacing', 0.9)]"]	enhancing	Changed	{'Corrected - Using MultiEdit Probable Candidates [enahncing ==> enhancing]'}
enahncing	["[('enhancing', 0.9), ('enhancing.', 0.9), ('-enhancing', 0.9), ('menacing', 0.9)]"]	enhancing	Changed	{'Corrected - Using MultiEdit Probable Candidates [enahncing ==> enhancing]'}
enahncing	["[('enhancing', 0.9), ('enhancing.', 0.9), ('-enhancing', 0.9), ('menacing', 0.9)]"]	enhancing	Changed	{'Corrected - Using MultiEdit Probable Candidates [enahncing ==> enhancing]'}
trasnformation	["[('transformation', 9.322282240606483e-06)]"]	transformation	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [trasnformation ==> transformation]'}
exstravation	["[('extravasation', 0.9), ('extravasation;', 0.9), ('extravasation.', 0.9), ('extravasation,', 0.9)]"]	extravasation	Changed	{'Corrected - Using MultiEdit Probable Candidates [exstravation ==> extravasation]'}
stablitized	["[('stabilized', 0.9), ('stabilized.', 0.9), ('stabilized,', 0.9), ('stabilities', 0.9)]"]	stabilized	Changed	{'Corrected - Using MultiEdit Probable Candidates [stablitized ==> stabilized]'}
entrappment	["[('entrapment', 1.6212664766272145e-06)]"]	entrapment	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [entrappment ==> entrapment]'}
creartinine	["[('creatinine', 2.8372163340976255e-06)]"]	creatinine	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [creartinine ==> creatinine]'}
creartinine	["[('creatinine', 2.8372163340976255e-06)]"]	creatinine	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [creartinine ==> creatinine]'}
isoechic	["[('isochoric', 0.9), ('sochi', 0.9), ('isomeric', 0.9), ('isogenic', 0.9)]"]	isochoric	Changed	{'Corrected - Using MultiEdit Probable Candidates [isoechic ==> isochoric]'}
prosthese	["[('prostheses', 0.9), ('prostheses:', 0.9), ('prostheses.', 0.9), ('prostheses,', 0.9)]"]	prostheses	Changed	{'Corrected - Using MultiEdit Probable Candidates [prosthese ==> prostheses]'}
apsects	["[('aspects', 2.9307121044271338e-06)]"]	aspects	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [apsects ==> aspects]'}
apsects	["[('aspects', 2.9307121044271338e-06)]"]	aspects	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [apsects ==> aspects]'}
apsects	["[('aspects', 2.9307121044271338e-06)]"]	aspects	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [apsects ==> aspects]'}
apsects	["[('aspects', 2.9307121044271338e-06)]"]	aspects	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [apsects ==> aspects]'}
receipient	["[('recipient', 1.6212664766272145e-06)]"]	recipient	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [receipient ==> recipient]'}
receipient	["[('recipient', 1.6212664766272145e-06)]"]	recipient	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [receipient ==> recipient]'}
receipient	["[('recipient', 1.6212664766272145e-06)]"]	recipient	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [receipient ==> recipient]'}
receipient	["[('recipient', 1.6212664766272145e-06)]"]	recipient	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [receipient ==> recipient]'}
receipient	["[('recipient', 1.6212664766272145e-06)]"]	recipient	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [receipient ==> recipient]'}
hypercarbnea	["[('hypercapnea', 0.9), ('hypercarotenemia', 0.9), ('hypercarbic', 0.9), ('hypercapnia', 0.9)]"]	hypercapnea	Changed	{'Corrected - Using MultiEdit Probable Candidates [hypercarbnea ==> hypercapnea]'}
hypercarbnea	["[('hypercapnea', 0.9), ('hypercarotenemia', 0.9), ('hypercarbic', 0.9), ('hypercapnia', 0.9)]"]	hypercapnea	Changed	{'Corrected - Using MultiEdit Probable Candidates [hypercarbnea ==> hypercapnea]'}
hypercarbnea	["[('hypercapnea', 0.9), ('hypercarotenemia', 0.9), ('hypercarbic', 0.9), ('hypercapnia', 0.9)]"]	hypercapnea	Changed	{'Corrected - Using MultiEdit Probable Candidates [hypercarbnea ==> hypercapnea]'}
hypercarbnea	["[('hypercapnea', 0.9), ('hypercarotenemia', 0.9), ('hypercarbic', 0.9), ('hypercapnia', 0.9)]"]	hypercapnea	Changed	{'Corrected - Using MultiEdit Probable Candidates [hypercarbnea ==> hypercapnea]'}
hypercarbnea	["[('hypercapnea', 0.9), ('hypercarotenemia', 0.9), ('hypercarbic', 0.9), ('hypercapnia', 0.9)]"]	hypercapnea	Changed	{'Corrected - Using MultiEdit Probable Candidates [hypercarbnea ==> hypercapnea]'}
breakfst	["[('breakfast', 5.2752817879688406e-05)]"]	breakfast	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [breakfst ==> breakfast]'}
breakfst	["[('breakfast', 5.2752817879688406e-05)]"]	breakfast	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [breakfst ==> breakfast]'}
breakfst	["[('breakfast', 5.2752817879688406e-05)]"]	breakfast	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [breakfst ==> breakfast]'}
breakfst	["[('breakfast', 5.2752817879688406e-05)]"]	breakfast	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [breakfst ==> breakfast]'}
breakfst	["[('breakfast', 5.2752817879688406e-05)]"]	breakfast	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [breakfst ==> breakfast]'}
hypolucency	["[('echolucency', 0.9), ('hyperlucent', 0.9), ('hypoleuca', 0.9), ('hypogenic', 0.9)]"]	echolucency	Changed	{'Corrected - Using MultiEdit Probable Candidates [hypolucency ==> echolucency]'}
hypolucency	["[('echolucency', 0.9), ('hyperlucent', 0.9), ('hypoleuca', 0.9), ('hypogenic', 0.9)]"]	echolucency	Changed	{'Corrected - Using MultiEdit Probable Candidates [hypolucency ==> echolucency]'}
hypolucency	["[('echolucency', 0.9), ('hyperlucent', 0.9), ('hypoleuca', 0.9), ('hypogenic', 0.9)]"]	echolucency	Changed	{'Corrected - Using MultiEdit Probable Candidates [hypolucency ==> echolucency]'}
hypolucency	["[('echolucency', 0.9), ('hyperlucent', 0.9), ('hypoleuca', 0.9), ('hypogenic', 0.9)]"]	echolucency	Changed	{'Corrected - Using MultiEdit Probable Candidates [hypolucency ==> echolucency]'}
hypolucency	["[('echolucency', 0.9), ('hyperlucent', 0.9), ('hypoleuca', 0.9), ('hypogenic', 0.9)]"]	echolucency	Changed	{'Corrected - Using MultiEdit Probable Candidates [hypolucency ==> echolucency]'}
riskk	["[('risk', 2.6345580245192236e-05)]"]	risk	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [riskk ==> risk]'}
riskk	["[('risk', 2.6345580245192236e-05)]"]	risk	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [riskk ==> risk]'}
opitate	["[('opiate', 1.6212664766272145e-06)]"]	opiate	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [opitate ==> opiate]'}
acidoic	["[('acidic', 1.215949857470411e-06)]"]	acidic	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [acidoic ==> acidic]'}
acidoic	["[('acidic', 1.215949857470411e-06)]"]	acidic	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [acidoic ==> acidic]'}
acidoic	["[('acidic', 1.215949857470411e-06)]"]	acidic	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [acidoic ==> acidic]'}
acidoic	["[('acidic', 1.215949857470411e-06)]"]	acidic	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [acidoic ==> acidic]'}
acidoic	["[('acidic', 1.215949857470411e-06)]"]	acidic	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [acidoic ==> acidic]'}
nchanged	["[('changed', 1.1722848417708535e-05), ('unchanged', 1.1722848417708535e-05)]"]	changed	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [nchanged ==> changed]'}
nchanged	["[('changed', 1.1722848417708535e-05), ('unchanged', 1.1722848417708535e-05)]"]	changed	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [nchanged ==> changed]'}
nchanged	["[('changed', 1.1722848417708535e-05), ('unchanged', 1.1722848417708535e-05)]"]	changed	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [nchanged ==> changed]'}
nchanged	["[('changed', 1.1722848417708535e-05), ('unchanged', 1.1722848417708535e-05)]"]	changed	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [nchanged ==> changed]'}
nchanged	["[('changed', 1.1722848417708535e-05), ('unchanged', 1.1722848417708535e-05)]"]	changed	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [nchanged ==> changed]'}
stomah	["[('stomach', 7.903674073557671e-05), ('stoma', 1.013291547892009e-05), ('stomal', 4.0531661915680364e-07)]"]	stomach	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [stomah ==> stomach]'}
stomah	["[('stomach', 7.903674073557671e-05), ('stoma', 1.013291547892009e-05), ('stomal', 4.0531661915680364e-07)]"]	stomach	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [stomah ==> stomach]'}
stomah	["[('stomach', 7.903674073557671e-05), ('stoma', 1.013291547892009e-05), ('stomal', 4.0531661915680364e-07)]"]	stomach	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [stomah ==> stomach]'}
hypodenities	["[('hypodensities', 8.106332383136073e-07)]"]	hypodensities	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [hypodenities ==> hypodensities]'}
hypodenities	["[('hypodensities', 8.106332383136073e-07)]"]	hypodensities	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [hypodenities ==> hypodensities]'}
hypodenities	["[('hypodensities', 8.106332383136073e-07)]"]	hypodensities	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [hypodenities ==> hypodensities]'}
otator	["[('rotator', 1.8239247862056163e-05)]"]	rotator	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [otator ==> rotator]'}
otator	["[('rotator', 1.8239247862056163e-05)]"]	rotator	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [otator ==> rotator]'}
initiationg	["[('initiation', 8.91696562144968e-06), ('initiating', 2.026583095784018e-06)]"]	initiation	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [initiationg ==> initiation]'}
usally	["[('usually', 4.053166191568036e-06)]"]	usually	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [usally ==> usually]'}
usally	["[('usually', 4.053166191568036e-06)]"]	usually	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [usally ==> usually]'}
usally	["[('usually', 4.053166191568036e-06)]"]	usually	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [usally ==> usually]'}
usally	["[('usually', 4.053166191568036e-06)]"]	usually	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [usally ==> usually]'}
usally	["[('usually', 4.053166191568036e-06)]"]	usually	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [usally ==> usually]'}
perfored	["[('performed', 4.0531661915680364e-07)]"]	performed	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [perfored ==> performed]'}
perfored	["[('performed', 4.0531661915680364e-07)]"]	performed	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [perfored ==> performed]'}
perfored	["[('performed', 4.0531661915680364e-07)]"]	performed	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [perfored ==> performed]'}
perfored	["[('performed', 4.0531661915680364e-07)]"]	performed	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [perfored ==> performed]'}
perfored	["[('performed', 4.0531661915680364e-07)]"]	performed	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [perfored ==> performed]'}
nondiagnositic	["[('nondiagnostic', 0.9), ('nondiagnostic.', 0.9), ('nondiagnostic,', 0.9), ('non-diagnostic', 0.9)]"]	nondiagnostic	Changed	{'Corrected - Using MultiEdit Probable Candidates [nondiagnositic ==> nondiagnostic]'}
nondiagnositic	["[('nondiagnostic', 0.9), ('nondiagnostic.', 0.9), ('nondiagnostic,', 0.9), ('non-diagnostic', 0.9)]"]	nondiagnostic	Changed	{'Corrected - Using MultiEdit Probable Candidates [nondiagnositic ==> nondiagnostic]'}
nondiagnositic	["[('nondiagnostic', 0.9), ('nondiagnostic.', 0.9), ('nondiagnostic,', 0.9), ('non-diagnostic', 0.9)]"]	nondiagnostic	Changed	{'Corrected - Using MultiEdit Probable Candidates [nondiagnositic ==> nondiagnostic]'}
interparachymal	["[('intraparenchymal', 0.9), ('intraramal', 0.9), ('interparoxysmal', 0.9), ('intratracheal', 0.9)]"]	intraparenchymal	Changed	{'Corrected - Using MultiEdit Probable Candidates [interparachymal ==> intraparenchymal]'}
couselor	["[('counselor', 1.1722848417708535e-05)]"]	counselor	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [couselor ==> counselor]'}
couselor	["[('counselor', 1.1722848417708535e-05)]"]	counselor	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [couselor ==> counselor]'}
couselor	["[('counselor', 1.1722848417708535e-05)]"]	counselor	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [couselor ==> counselor]'}
couselor	["[('counselor', 1.1722848417708535e-05)]"]	counselor	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [couselor ==> counselor]'}
consustently	["[('consistently', 2.0514984730989937e-05)]"]	consistently	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [consustently ==> consistently]'}
jypokinesis	["[('hypokinesis.', 0.9), ('hypokinesis,', 0.9), ('hypokinesia', 0.9), ('cytokinesis', 0.9)]"]	hypokinesis.	Changed	{'Corrected - Using MultiEdit Probable Candidates [jypokinesis ==> hypokinesis.]'}
coomfortable	["[('comfortable', 3.809925735755274e-05)]"]	comfortable	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [coomfortable ==> comfortable]'}
coomfortable	["[('comfortable', 3.809925735755274e-05)]"]	comfortable	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [coomfortable ==> comfortable]'}
coomfortable	["[('comfortable', 3.809925735755274e-05)]"]	comfortable	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [coomfortable ==> comfortable]'}
coomfortable	["[('comfortable', 3.809925735755274e-05)]"]	comfortable	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [coomfortable ==> comfortable]'}
eythromycin	["[('erythromycin', 7.295699144822465e-06)]"]	erythromycin	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [eythromycin ==> erythromycin]'}
